"Gemeinde_Nr","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_KT_d","Gemeinde_KT_f","Gemeinde_KT_i","Text_d","Text_f","Text_i"
11,49.5,49.5,50.5,"Ottenbach ZH","Ottenbach (ZH)","Ottenbach ZH","50,5 Prozent der Stimmbürgerinnen und Stimmbürger von Ottenbach sagen Nein zur Burka-Initiative. Damit hat in Ottenbach die Einstellung zu muslimischen Symbolen seit der Abstimmung über das Minarett-Verbot 2009 geändert: Damals hatte noch eine Mehrheit von 52,9 Prozent ein Ja in die Urne gelegt.","Les habitants d'Ottenbach s'opposent à l'initiative ""pour l'interdiction de se dissimuler le visage"" avec 50,5 pour cent de non. Ottenbach a changé de camp: en 2009, cette commune voulait interdire la construction de minarets. Ce dimanche, elle rejette l'initiative voulant interdire ""pour l'interdiction de se dissimuler le visage"".","No all'Iniziativa anti-burqa nel comune di Ottenbach: i cittadini hanno bocciato il testo con il 50,5 percento dei voti. Ottenbach ha cambiato fazione: nel 2009, il comune voleva vietare la costruzione di minareti. Oggi respinge invece l'iniziativa anti-burqa."
12,34,34,66,"Rifferswil ZH","Rifferswil (ZH)","Rifferswil ZH","66 Prozent der Stimmbürgerinnen und Stimmbürger von Rifferswil sagen Nein zur Burka-Initiative. Damit hat in Rifferswil im Vergleich zur Abstimmung über das Minarett-Verbot im Jahr 2009 die Akzeptanz von muslimischen Symbolen noch einmal zugenommen. Damals betrug der Nein-Stimmen-Anteil 53,5 Prozent.","Les habitants de Rifferswil s'opposent à l'initiative ""pour l'interdiction de se dissimuler le visage"" avec 66 pour cent de non. A Rifferswil, l'acceptation des symboles de la communauté musulmane s'est encore accentuée en onze années. Le 29 novembre 2009, les électeurs de cette commune avaient dit non à 53,5 pour cent à l'initiative voulant interdire la construction de minarets.","No all'Iniziativa anti-burqa nel comune di Rifferswil: i cittadini hanno bocciato il testo con il 66 percento dei voti. A Rifferswil l'accettazione dei simboli della comunità musulmana è ulteriormente cresciuta nel corso degli ultimi anni. Il 29 novembre 2009 gli elettori di questo comune avevano detto no - con il #HistNNeinStimmenInProzent percento dei voti - all'iniziativa per il divieto dei minareti."
13,90.1,90.1,9.9,"Stallikon ZH","Stallikon (ZH)","Stallikon ZH","Die Gemeinde Stallikon will, dass an öffentlich zugänglichen Orten niemand sein Gesicht verhüllen darf. Die Stimmbevölkerung hat die Burka-Initiative mit 90,1 Prozent angenommen. Damit hat in Stallikon die Ablehnung von muslimischen Symbolen im Vergleich zur Abstimmung über die Minarett-Initiative im Novemeber 2009 noch einmal zugenommen. Damals betrug der Ja-Stimmen-Anteil 55 Prozent.","A Stallikon, les habitants disent oui à 90,1 pour cent à l'initiative ""pour l'interdiction de se dissimuler le visage"". A Stallikon, le rejet des symboles de la communauté musulmane s'est fortement accentué au cours de ces onze dernières années. Le 29 novembre 2009, les électeurs de cette commune avaient dit oui à 55 pour cent à l'initiative pour l'interdiction des minarets.","Nel comune di Stallikon l'Iniziativa popolare ""Sì al divieto di dissimulare il proprio viso"" è stata approvata con il 90,1 percento dei voti. A Stallikon lo scetticismo nei confronti dei simboli della comunità musulmana è ulteriormente cresciuto nel corso degli ultimi anni. Il 29 novembre 2009 gli elettori di questo comune avevano detto sì - con il 55 percento dei voti - all'iniziativa per il divieto dei minareti."
14,51.5,51.5,48.5,"Wettswil am Albis ZH","Wettswil am Albis (ZH)","Wettswil am Albis ZH","Die Gemeinde Wettswil am Albis hat die Burka-Initiative mit 51,5 Prozent Ja-Stimmen angenommen. Damit ist in Wettswil am Albis die Einstellung zu muslimischen Symbolen im Vergleich zur Abstimmung über das Minarett-Verbot im Jahr 2009 ungefähr gleich geblieben. Damals betrug der Ja-Stimmen-Anteil 51,2 Prozent.","Les habitants de Wettswil am Albis acceptent l'initiative ""pour l'interdiction de se dissimuler le visage"" avec 51,5 pour cent de oui. A Wettswil am Albis, le rejet des symboles de la communauté musulmane ne s'est ni vraiment accentué, ni vraiment amenuisé au cours de ces onze dernières années. Le 29 novembre 2009, les électeurs de cette commune avaient dit oui à 51,2 pour cent à l'initiative pour l'interdiction des minarets.","Nel comune di Wettswil am Albis l'Iniziativa anti-burqa è stata accetata con il 51,5 percento dei voti. A Wettswil am Albis lo scetticismo nei confronti dei simboli della comunità musulmana è rimasto grosso modo invariato nel corso degli ultimi anni. Il 29 novembre 2009 gli elettori di questo comune avevano detto sì - con il 51,2 percento dei voti - all'iniziativa per il divieto dei minareti."
21,73.8,73.8,26.2,"Adlikon ZH","Adlikon (ZH)","Adlikon ZH","73,8 Prozent der Stimmbürgerinnen und Stimmbürger von Adlikon wollen, dass an öffentlich zugänglichen Orten niemand sein Gesicht verhüllen darf. Sie haben die Burka-Initiative mit 73,8 Prozent Ja angenommen. Damit hat in Adlikon die Ablehnung von muslimischen Symbolen im Vergleich zur Abstimmung über die Minarett-Initiative im Novemeber 2009 noch einmal zugenommen. Damals betrug der Ja-Stimmen-Anteil 70,1 Prozent.","Les électeurs d'Adlikon valident l'initiative ""pour l'interdiction de se dissimuler le visage"" avec 73,8 pour cent de oui. A Adlikon, le rejet des symboles de la communauté musulmane s'est fortement accentué au cours de ces onze dernières années. Le 29 novembre 2009, les électeurs de cette commune avaient dit oui à 70,1 pour cent à l'initiative pour l'interdiction des minarets.","A Adlikon i cittadini hanno accolto, con il 73,8 percento dei voti, l'Iniziativa popolare ""Sì al divieto di dissimulare il proprio viso"". A Adlikon lo scetticismo nei confronti dei simboli della comunità musulmana è ulteriormente cresciuto nel corso degli ultimi anni. Il 29 novembre 2009 gli elettori di questo comune avevano detto sì - con il 70,1 percento dei voti - all'iniziativa per il divieto dei minareti."
22,88.9,88.9,11.1,"Benken ZH","Benken (ZH)","Benken ZH","Ja zur Burka-Initiative in Benken ZH. Die Gemeinde hat das Volksbegehren mit 88,9 Prozent der Stimmen angenommen. Damit hat in Benken ZH die Ablehnung von muslimischen Symbolen im Vergleich zur Abstimmung über die Minarett-Initiative im Novemeber 2009 noch einmal zugenommen. Damals betrug der Ja-Stimmen-Anteil 70,3 Prozent.","L'initiative ""pour l'interdiction de se dissimuler le visage"" passe la rampe à Benken (ZH) avec 88,9 pour cent de oui. A Benken (ZH), le rejet des symboles de la communauté musulmane s'est fortement accentué au cours de ces onze dernières années. Le 29 novembre 2009, les électeurs de cette commune avaient dit oui à 70,3 pour cent à l'initiative pour l'interdiction des minarets.","Da Benken ZH è arrivato un ""sì"" alle urne per l'Iniziativa anti-Burqa. I cittadini hanno accolto il testo con il 88,9 percento dei voti. A Benken ZH lo scetticismo nei confronti dei simboli della comunità musulmana è ulteriormente cresciuto nel corso degli ultimi anni. Il 29 novembre 2009 gli elettori di questo comune avevano detto sì - con il 70,3 percento dei voti - all'iniziativa per il divieto dei minareti."
23,65.5,65.5,34.5,"Berg am Irchel ZH","Berg am Irchel (ZH)","Berg am Irchel ZH","65,5 Prozent der Abstimmenden in der Gemeinde Berg am Irchel haben Ja gesagt zur Burka-Initiative. Damit ist in Berg am Irchel die Einstellung zu muslimischen Symbolen im Vergleich zur Abstimmung über das Minarett-Verbot im Jahr 2009 ungefähr gleich geblieben. Damals betrug der Ja-Stimmen-Anteil 64,9 Prozent.","C'est oui à 65,5 pour cent à l'initiative ""pour l'interdiction de se dissimuler le visage"" à Berg am Irchel. A Berg am Irchel, le rejet des symboles de la communauté musulmane ne s'est ni vraiment accentué, ni vraiment amenuisé au cours de ces onze dernières années. Le 29 novembre 2009, les électeurs de cette commune avaient dit oui à 64,9 pour cent à l'initiative pour l'interdiction des minarets.","Con il 65,5 percento di ""sì"", i cittadini del comune di Berg am Irchel hanno accolto l'Iniziativa anti-burqa. A Berg am Irchel lo scetticismo nei confronti dei simboli della comunità musulmana è rimasto grosso modo invariato nel corso degli ultimi anni. Il 29 novembre 2009 gli elettori di questo comune avevano detto sì - con il 64,9 percento dei voti - all'iniziativa per il divieto dei minareti."
24,65.4,65.4,34.6,"Buch am Irchel ZH","Buch am Irchel (ZH)","Buch am Irchel ZH","65,4 Prozent der Stimmbürgerinnen und Stimmbürger von Buch am Irchel wollen, dass an öffentlich zugänglichen Orten niemand sein Gesicht verhüllen darf. Sie haben die Burka-Initiative mit 65,4 Prozent Ja angenommen. Damit ist in Buch am Irchel die Skepsis gegenüber muslimischen Symbolen im Vergleich zur Abstimmung über das Minarett-Verbot im November 2009 zurück gegangen. Damals betrug der Ja-Stimmen-Anteil noch 69,2 Prozent.","Les électeurs de Buch am Irchel valident l'initiative ""pour l'interdiction de se dissimuler le visage"" avec 65,4 pour cent de oui. A Buch am Irchel, le rejet des symboles de la communauté musulmane s'est accentué au cours de ces onze dernières années. Le 29 novembre 2009, les électeurs de cette commune avaient dit oui à 69,2 pour cent à l'initiative pour l'interdiction des minarets.","A Buch am Irchel i cittadini hanno accolto, con il 65,4 percento dei voti, l'Iniziativa popolare ""Sì al divieto di dissimulare il proprio viso"". A Buch am Irchel lo scetticismo nei confronti dei simboli della comunità musulmana è diminuito nel corso degli ultimi anni. Il 29 novembre 2009 gli elettori di questo comune avevano detto sì - con il 69,2 percento dei voti - all'iniziativa per il divieto dei minareti."
25,91.3,91.3,8.7,"Dachsen ZH","Dachsen (ZH)","Dachsen ZH","91,3 Prozent der Stimmbürgerinnen und Stimmbürger von Dachsen wollen, dass an öffentlich zugänglichen Orten niemand sein Gesicht verhüllen darf. Sie haben die Burka-Initiative mit 91,3 Prozent Ja angenommen. Damit hat in Dachsen die Ablehnung von muslimischen Symbolen im Vergleich zur Abstimmung über die Minarett-Initiative im Novemeber 2009 noch einmal zugenommen. Damals betrug der Ja-Stimmen-Anteil 59,7 Prozent.","Les électeurs de Dachsen valident l'initiative ""pour l'interdiction de se dissimuler le visage"" avec 91,3 pour cent de oui. A Dachsen, le rejet des symboles de la communauté musulmane s'est fortement accentué au cours de ces onze dernières années. Le 29 novembre 2009, les électeurs de cette commune avaient dit oui à 59,7 pour cent à l'initiative pour l'interdiction des minarets.","A Dachsen i cittadini hanno accolto, con il 91,3 percento dei voti, l'Iniziativa popolare ""Sì al divieto di dissimulare il proprio viso"". A Dachsen lo scetticismo nei confronti dei simboli della comunità musulmana è ulteriormente cresciuto nel corso degli ultimi anni. Il 29 novembre 2009 gli elettori di questo comune avevano detto sì - con il 59,7 percento dei voti - all'iniziativa per il divieto dei minareti."
26,22.5,22.5,77.5,"Dorf ZH","Dorf (ZH)","Dorf ZH","In Dorf hat die Stimmbevölkerung die Burka-Initiative abgelehnt. Das Volksbegehren wurde mit einem Nein-Stimmen-Anteil von 77,5 Prozent verworfen. Damit hat in Dorf die Einstellung zu muslimischen Symbolen seit der Abstimmung über das Minarett-Verbot 2009 geändert: Damals hatte noch eine Mehrheit von 76,5 Prozent ein Ja in die Urne gelegt.","A Dorf, les habitants sont défavorables à l'initiative ""pour l'interdiction de se dissimuler le visage"" avec 77,5 pour cent de non. Dorf a changé de camp: en 2009, cette commune voulait interdire la construction de minarets. Ce dimanche, elle rejette l'initiative voulant interdire ""pour l'interdiction de se dissimuler le visage"".","I cittadini di Dorf si sono opposti all'iniziativa contro la dissimulazione del viso. Il testo è stato respinto con il 77,5 percento dei voti. Dorf ha cambiato fazione: nel 2009, il comune voleva vietare la costruzione di minareti. Oggi respinge invece l'iniziativa anti-burqa."
27,28.4,28.4,71.6,"Feuerthalen ZH","Feuerthalen (ZH)","Feuerthalen ZH","Keine Mehrheit für die Burka-Initiative in Feuerthalen: Mit 4'723 Nein-Stimmen zu 1'876 Ja-Stimmen oder 71,6 Prozent hat die Gemeinde das Volksbegehren verworfen. Damit hat in Feuerthalen die Einstellung zu muslimischen Symbolen seit der Abstimmung über das Minarett-Verbot 2009 geändert: Damals hatte noch eine Mehrheit von 65,7 Prozent ein Ja in die Urne gelegt.","C'est non à 71,6 pour cent à l'initiative ""pour l'interdiction de se dissimuler le visage"" à Feuerthalen. Feuerthalen a changé de camp: en 2009, cette commune voulait interdire la construction de minarets. Ce dimanche, elle rejette l'initiative voulant interdire ""pour l'interdiction de se dissimuler le visage"".","Con il 71,6 percento di ""no"", i cittadini del comune di Feuerthalen hanno bocciato l'Iniziativa anti-burqa. Feuerthalen ha cambiato fazione: nel 2009, il comune voleva vietare la costruzione di minareti. Oggi respinge invece l'iniziativa anti-burqa."
28,52.1,52.1,47.9,"Flaach ZH","Flaach (ZH)","Flaach ZH","Die Gemeinde Flaach hat die Burka-Initiative mit 52,1 Prozent Ja-Stimmen angenommen. Damit ist in Flaach die Skepsis gegenüber muslimischen Symbolen im Vergleich zur Abstimmung über das Minarett-Verbot im November 2009 zurück gegangen. Damals betrug der Ja-Stimmen-Anteil noch 73,7 Prozent.","Les habitants de Flaach acceptent l'initiative ""pour l'interdiction de se dissimuler le visage"" avec 52,1 pour cent de oui. A Flaach, le rejet des symboles de la communauté musulmane s'est accentué au cours de ces onze dernières années. Le 29 novembre 2009, les électeurs de cette commune avaient dit oui à 73,7 pour cent à l'initiative pour l'interdiction des minarets.","Nel comune di Flaach l'Iniziativa anti-burqa è stata accetata con il 52,1 percento dei voti. A Flaach lo scetticismo nei confronti dei simboli della comunità musulmana è diminuito nel corso degli ultimi anni. Il 29 novembre 2009 gli elettori di questo comune avevano detto sì - con il 73,7 percento dei voti - all'iniziativa per il divieto dei minareti."
29,74.8,74.8,25.2,"Flurlingen ZH","Flurlingen (ZH)","Flurlingen ZH","74,8 Prozent der Abstimmenden in der Gemeinde Flurlingen haben Ja gesagt zur Burka-Initiative. Damit hat in Flurlingen die Ablehnung von muslimischen Symbolen im Vergleich zur Abstimmung über die Minarett-Initiative im Novemeber 2009 noch einmal zugenommen. Damals betrug der Ja-Stimmen-Anteil 51,5 Prozent.","C'est oui à 74,8 pour cent à l'initiative ""pour l'interdiction de se dissimuler le visage"" à Flurlingen. A Flurlingen, le rejet des symboles de la communauté musulmane s'est fortement accentué au cours de ces onze dernières années. Le 29 novembre 2009, les électeurs de cette commune avaient dit oui à 51,5 pour cent à l'initiative pour l'interdiction des minarets.","Con il 74,8 percento di ""sì"", i cittadini del comune di Flurlingen hanno accolto l'Iniziativa anti-burqa. A Flurlingen lo scetticismo nei confronti dei simboli della comunità musulmana è ulteriormente cresciuto nel corso degli ultimi anni. Il 29 novembre 2009 gli elettori di questo comune avevano detto sì - con il 51,5 percento dei voti - all'iniziativa per il divieto dei minareti."
30,52.6,52.6,47.4,"Andelfingen ZH","Andelfingen (ZH)","Andelfingen ZH","Ja zur Burka-Initiative in Andelfingen: Mit 52,6 Prozent haben die Stimmbürgerinnen und Stimmbürger das Volksbegehren angenommen. Damit ist in Andelfingen die Skepsis gegenüber muslimischen Symbolen im Vergleich zur Abstimmung über das Minarett-Verbot im November 2009 zurück gegangen. Damals betrug der Ja-Stimmen-Anteil noch 54,5 Prozent.","Les habitants d'Andelfingen approuvent l'initiative ""pour l'interdiction de se dissimuler le visage"" avec 52,6 pour cent de oui. A Andelfingen, le rejet des symboles de la communauté musulmane s'est accentué au cours de ces onze dernières années. Le 29 novembre 2009, les électeurs de cette commune avaient dit oui à 54,5 pour cent à l'initiative pour l'interdiction des minarets.","Sì all'Iniziativa anti-burqa nel comune di Andelfingen: i cittadini hanno approvato il testo con il 52,6 percento dei voti. A Andelfingen lo scetticismo nei confronti dei simboli della comunità musulmana è diminuito nel corso degli ultimi anni. Il 29 novembre 2009 gli elettori di questo comune avevano detto sì - con il 54,5 percento dei voti - all'iniziativa per il divieto dei minareti."
31,38.2,38.2,61.8,"Henggart ZH","Henggart (ZH)","Henggart ZH","Keine Mehrheit für die Burka-Initiative in Henggart: Mit 3'997 Nein-Stimmen zu 2'472 Ja-Stimmen oder 61,8 Prozent hat die Gemeinde das Volksbegehren verworfen. Damit hat in Henggart die Einstellung zu muslimischen Symbolen seit der Abstimmung über das Minarett-Verbot 2009 geändert: Damals hatte noch eine Mehrheit von 63,5 Prozent ein Ja in die Urne gelegt.","C'est non à 61,8 pour cent à l'initiative ""pour l'interdiction de se dissimuler le visage"" à Henggart. Henggart a changé de camp: en 2009, cette commune voulait interdire la construction de minarets. Ce dimanche, elle rejette l'initiative voulant interdire ""pour l'interdiction de se dissimuler le visage"".","Con il 61,8 percento di ""no"", i cittadini del comune di Henggart hanno bocciato l'Iniziativa anti-burqa. Henggart ha cambiato fazione: nel 2009, il comune voleva vietare la costruzione di minareti. Oggi respinge invece l'iniziativa anti-burqa."
32,76.6,76.6,23.4,"Humlikon ZH","Humlikon (ZH)","Humlikon ZH","76,6 Prozent der Stimmbürgerinnen und Stimmbürger von Humlikon wollen, dass an öffentlich zugänglichen Orten niemand sein Gesicht verhüllen darf. Sie haben die Burka-Initiative mit 76,6 Prozent Ja angenommen. Damit hat in Humlikon die Ablehnung von muslimischen Symbolen im Vergleich zur Abstimmung über die Minarett-Initiative im Novemeber 2009 noch einmal zugenommen. Damals betrug der Ja-Stimmen-Anteil 65,3 Prozent.","Les électeurs de Humlikon valident l'initiative ""pour l'interdiction de se dissimuler le visage"" avec 76,6 pour cent de oui. A Humlikon, le rejet des symboles de la communauté musulmane s'est fortement accentué au cours de ces onze dernières années. Le 29 novembre 2009, les électeurs de cette commune avaient dit oui à 65,3 pour cent à l'initiative pour l'interdiction des minarets.","A Humlikon i cittadini hanno accolto, con il 76,6 percento dei voti, l'Iniziativa popolare ""Sì al divieto di dissimulare il proprio viso"". A Humlikon lo scetticismo nei confronti dei simboli della comunità musulmana è ulteriormente cresciuto nel corso degli ultimi anni. Il 29 novembre 2009 gli elettori di questo comune avevano detto sì - con il 65,3 percento dei voti - all'iniziativa per il divieto dei minareti."
